RBD;DGV_RBD;NOM_RBD;LET_RBD;NUM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_05;TRA_HOM_06;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO;AGNO
1789;2;COLEGIO PROFESOR HUGUET; ;0;5;5109;VINA DEL MAR;4;0;310;6;11;16;14;0;0;0;0;47;14;13;9;11;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;3;0;0;0;0;0;4;0;0;1;0;0;0;0;0;1;2006
1791;4;SAINT PAUL'S SCHOOL; ;0;5;5109;VINA DEL MAR;4;0;110;20;24;14;19;30;21;21;19;168;31;20;28;20;26;23;31;37;216;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2006
1791;4;SAINT PAUL'S SCHOOL; ;0;5;5109;VINA DEL MAR;4;0;310;29;27;20;28;0;0;0;0;104;27;27;33;28;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1792;2;COL.SS.CC.MONJAS FRANCESAS; ;0;5;5109;VINA DEL MAR;4;0;110;13;11;7;10;6;3;5;3;58;19;17;19;18;18;18;28;24;161;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;1;1;2;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;1;0;0;0;0;2;0;0;3;2006
1792;2;COL.SS.CC.MONJAS FRANCESAS; ;0;5;5109;VINA DEL MAR;4;0;310;5;7;7;7;0;0;0;0;26;26;31;47;33;0;0;0;0;137;1;0;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2006
1793;0;COLEGIO DEL SAGRADO CORAZON-REÑACA; ;0;5;5109;VINA DEL MAR;4;0;110;0;0;0;0;0;0;0;0;0;20;14;18;7;21;28;16;24;148;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;4;2006
1793;0;COLEGIO DEL SAGRADO CORAZON-REÑACA; ;0;5;5109;VINA DEL MAR;4;0;310;0;0;0;0;0;0;0;0;0;23;35;24;23;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2006
1794;9;COLEGIO SSCC PADRES FRANCESES; ;0;5;5109;VINA DEL MAR;4;0;110;31;32;25;17;40;35;49;49;278;18;20;31;13;10;4;14;11;121;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1;2006
1794;9;COLEGIO SSCC PADRES FRANCESES; ;0;5;5109;VINA DEL MAR;4;0;310;56;47;55;67;0;0;0;0;225;14;0;0;0;0;0;0;0;14;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;2006
1795;7;COLEGIO  SAN  IGNACIO; ;0;5;5109;VINA DEL MAR;3;0;110;29;19;22;18;11;22;16;20;157;25;19;7;15;19;8;14;20;127;2;0;0;0;2;0;4;0;8;0;1;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;2006
1795;7;COLEGIO  SAN  IGNACIO; ;0;5;5109;VINA DEL MAR;3;0;310;17;15;13;8;0;0;0;0;53;12;16;14;16;0;0;0;0;58;8;7;1;2;0;0;0;0;18;5;7;0;1;0;0;0;0;13;1;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;5;2;1;0;0;0;0;0;0;3;2006
1796;5;COLEGIO COMPAÑIA DE MARIA; ;0;5;5109;VINA DEL MAR;4;0;110;9;9;7;6;7;12;12;10;72;11;3;8;17;16;16;15;13;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2006
1796;5;COLEGIO COMPAÑIA DE MARIA; ;0;5;5109;VINA DEL MAR;4;0;310;12;9;12;11;0;0;0;0;44;14;16;14;23;0;0;0;0;67;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1801;5;COLEGIO MARIA AUXILIADORA; ;0;5;5109;VINA DEL MAR;4;0;110;2;6;9;7;5;6;13;13;61;8;7;10;10;9;12;12;9;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;1;1;0;2;2006
1801;5;COLEGIO MARIA AUXILIADORA; ;0;5;5109;VINA DEL MAR;4;0;310;10;23;17;14;0;0;0;0;64;13;21;27;18;0;0;0;0;79;3;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;2006
1803;1;ESC. STA. TERESITA DE JESUS; ;212;5;5109;VINA DEL MAR;4;0;110;4;7;4;3;0;0;0;0;18;1;3;1;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2006
1807;4;ESC. PART. JEFFERSON SCHOOL; ;232;5;5106;QUILPUE;3;0;110;6;14;10;11;17;10;16;12;96;16;11;9;7;10;7;7;7;74;0;1;0;0;1;2;1;1;6;0;0;0;0;1;0;0;1;2;3;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;1;3;1;2;2;1;1;2;0;0;9;0;2;1;0;1;1;0;0;5;2006
1810;4;COL. MARIA RAQUEL CERECEDA; ;0;5;5109;VINA DEL MAR;4;0;110;3;5;4;2;3;4;4;5;30;0;3;3;1;1;5;7;4;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;2006
1810;4;COL. MARIA RAQUEL CERECEDA; ;0;5;5109;VINA DEL MAR;4;0;310;7;4;11;13;0;0;0;0;35;6;5;2;4;0;0;0;0;17;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;3;1;1;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
1819;8;COLLEGE CHRETIEN FRANCAIS LE BEAU JOUR; ;390;5;5109;VINA DEL MAR;3;0;110;7;11;15;7;15;23;8;17;103;8;9;8;8;8;8;8;6;63;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;2;1;0;1;0;0;1;0;0;3;0;1;1;0;0;0;0;0;2;2006
1839;2;COLEGIO ALEMAN DE VALPARAISO; ;0;5;5109;VINA DEL MAR;4;0;110;50;46;50;37;38;35;37;30;323;43;40;36;42;34;58;36;39;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;2006
1839;2;COLEGIO ALEMAN DE VALPARAISO; ;0;5;5109;VINA DEL MAR;4;0;310;31;33;33;44;0;0;0;0;141;36;40;43;35;0;0;0;0;154;3;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1840;6;LICEO MAX PLANCK; ;0;5;5109;VINA DEL MAR;4;0;360;4;8;3;12;0;0;0;0;27;5;7;3;4;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1842;2;COLEGIO SAN ANDRES; ;331;5;5109;VINA DEL MAR;3;0;110;25;25;25;21;14;13;21;9;153;25;18;17;8;8;15;7;13;111;0;1;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;3;0;0;0;1;0;0;0;0;1;2006
1844;9;COLEGIO FRANCO INGLES; ;0;5;5109;VINA DEL MAR;4;0;110;4;6;8;7;8;6;4;14;57;8;5;6;7;3;8;6;6;49;0;0;0;0;2;0;3;0;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;2;2006
1844;9;COLEGIO FRANCO INGLES; ;0;5;5109;VINA DEL MAR;4;0;310;7;9;11;6;0;0;0;0;33;7;14;10;14;0;0;0;0;45;4;1;0;0;0;0;0;0;5;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;2;2006
1847;3;COLEGIO PARTICULAR SAINT MICHAEL; ;381;5;5109;VINA DEL MAR;3;0;110;12;5;6;13;14;14;9;4;77;7;9;3;8;3;6;14;16;66;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;3;6;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;3;0;1;2;4;1;1;1;1;11;2006
1850;3;ASIVA; ;0;5;5109;VINA DEL MAR;4;0;361;4;0;3;0;0;0;0;0;7;0;0;7;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1851;1;LICEO POLITECNICO QUINTERO;B;14;5;5107;QUINTERO;2;0;160;0;2;2;3;0;0;0;0;7;0;4;1;3;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;8;0;1;2;5;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1851;1;LICEO POLITECNICO QUINTERO;B;14;5;5107;QUINTERO;2;0;310;0;0;7;7;0;0;0;0;14;0;0;8;13;0;0;0;0;21;0;0;3;0;0;0;0;0;3;0;0;2;0;0;0;0;0;2;0;0;5;0;0;0;0;0;5;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2006
1851;1;LICEO POLITECNICO QUINTERO;B;14;5;5107;QUINTERO;2;0;361;26;0;48;0;0;0;0;0;74;11;0;9;0;0;0;0;0;20;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;9;0;15;0;0;0;0;0;24;7;0;4;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1851;1;LICEO POLITECNICO QUINTERO;B;14;5;5107;QUINTERO;2;0;810;48;46;18;15;0;0;0;0;127;40;33;20;22;0;0;0;0;115;13;7;2;0;0;0;0;0;22;6;3;0;0;0;0;0;0;9;22;7;3;0;0;0;0;0;32;12;7;0;2;0;0;0;0;21;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2006
1853;8;ESCUELA BASICA LIDIA IRATCHET ZAVALA;D;199;5;5107;QUINTERO;2;0;110;12;17;9;20;23;23;28;40;172;12;15;13;19;35;19;23;32;168;2;3;1;4;18;7;1;2;38;1;0;3;0;2;2;1;3;12;0;2;1;2;0;0;3;0;8;1;1;0;0;0;0;3;1;6;2;1;1;1;2;2;1;1;11;0;1;0;0;1;3;3;0;8;2006
1855;4;ESC. BAS. REP. DE FRANCIA;F;196;5;5107;QUINTERO;2;0;110;31;36;36;37;21;38;28;28;255;34;31;29;29;21;38;40;29;251;3;7;0;1;1;7;4;1;24;4;2;0;2;2;1;3;0;14;0;0;1;0;0;1;1;0;3;1;0;0;1;0;0;0;0;2;4;0;1;0;0;2;2;0;9;4;1;0;0;0;0;3;1;9;2006
1856;2;ESC. BASICA MANTAGUA;G;197;5;5107;QUINTERO;2;1;110;7;5;4;5;11;8;8;0;48;5;7;4;5;5;7;6;0;39;1;3;3;0;1;2;3;0;13;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;2006
1857;0;ESC. BAS. JUAN G. TORTEL;G;198;5;5107;QUINTERO;2;1;110;1;1;3;0;1;2;0;0;8;4;0;1;1;0;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1858;9;COLEGIO DON ORIONE; ;0;5;5107;QUINTERO;3;0;110;51;35;42;40;45;41;50;42;346;29;41;44;45;33;37;60;47;336;7;4;0;0;6;10;3;0;30;1;0;0;0;4;1;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;1;0;0;5;0;9;0;0;0;0;1;1;2;1;5;2006
1858;9;COLEGIO DON ORIONE; ;0;5;5107;QUINTERO;3;0;310;29;36;34;31;0;0;0;0;130;48;47;49;47;0;0;0;0;191;4;2;1;0;0;0;0;0;7;2;3;4;0;0;0;0;0;9;1;0;0;2;0;0;0;0;3;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;7;2006
1858;9;COLEGIO DON ORIONE; ;0;5;5107;QUINTERO;3;0;510;23;26;25;22;0;0;0;0;96;5;8;5;4;0;0;0;0;22;8;2;4;0;0;0;0;0;14;4;0;1;0;0;0;0;0;5;1;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1859;7;COLEGIO SANTA  FILOMENA; ; ;5;5107;QUINTERO;3;0;110;21;20;15;16;19;15;22;19;147;23;24;29;24;27;28;23;18;196;0;0;1;0;0;1;0;2;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3;1;0;0;0;0;0;0;0;1;2006
1859;7;COLEGIO SANTA  FILOMENA; ; ;5;5107;QUINTERO;3;0;310;15;10;22;8;0;0;0;0;55;20;26;21;21;0;0;0;0;88;3;1;2;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2006
1860;0;COLEGIO INGLES; ;271;5;5107;QUINTERO;3;0;110;32;39;41;30;39;31;32;40;284;35;46;26;44;45;42;43;40;321;4;2;3;0;2;0;0;4;15;3;2;1;0;1;1;2;3;13;1;0;2;0;1;0;0;0;4;0;0;0;0;0;0;1;1;2;0;1;0;0;1;1;1;0;4;3;0;1;2;2;3;1;1;13;2006
1860;0;COLEGIO INGLES; ;271;5;5107;QUINTERO;3;0;310;35;39;32;30;0;0;0;0;136;44;42;40;41;0;0;0;0;167;5;2;2;1;0;0;0;0;10;1;4;0;0;0;0;0;0;5;2;1;2;2;0;0;0;0;7;0;2;1;1;0;0;0;0;4;0;1;0;0;0;0;0;0;1;4;1;1;0;0;0;0;0;6;2006
1860;0;COLEGIO INGLES; ;271;5;5107;QUINTERO;3;0;361;3;0;6;0;0;0;0;0;9;4;0;14;0;0;0;0;0;18;0;0;2;0;0;0;0;0;2;0;0;2;0;0;0;0;0;2;7;0;8;0;0;0;0;0;15;12;0;2;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2006
1863;5;COLEGIO GRAL JOSE VELASQUEZ BORQUEZ; ;0;5;5105;PUCHUNCAVI;2;0;110;19;29;15;19;26;25;22;37;192;31;20;23;27;14;29;29;27;200;6;1;1;2;2;3;7;3;25;1;1;0;1;3;1;5;1;13;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3;1;2;1;0;2;1;0;10;2;0;1;1;0;1;0;1;6;2006
1863;5;COLEGIO GRAL JOSE VELASQUEZ BORQUEZ; ;0;5;5105;PUCHUNCAVI;2;0;160;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1863;5;COLEGIO GRAL JOSE VELASQUEZ BORQUEZ; ;0;5;5105;PUCHUNCAVI;2;0;310;38;34;18;30;0;0;0;0;120;44;33;17;30;0;0;0;0;124;5;4;3;0;0;0;0;0;12;3;1;3;2;0;0;0;0;9;8;2;0;2;0;0;0;0;12;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;4;1;0;0;0;0;0;0;0;1;2006
1863;5;COLEGIO GRAL JOSE VELASQUEZ BORQUEZ; ;0;5;5105;PUCHUNCAVI;2;0;361;0;0;7;0;0;0;0;0;7;0;0;8;0;0;0;0;0;8;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1863;5;COLEGIO GRAL JOSE VELASQUEZ BORQUEZ; ;0;5;5105;PUCHUNCAVI;2;0;610;0;0;8;7;0;0;0;0;15;0;0;12;11;0;0;0;0;23;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1864;3;COMPLEJO EDUCACIONAL SARGENTO ALDEA; ;0;5;5105;PUCHUNCAVI;2;0;110;24;15;23;15;18;20;20;28;163;29;14;22;11;20;26;25;25;172;2;3;1;4;2;3;2;2;19;0;1;0;0;0;3;2;1;7;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;1;3;1;2;0;0;0;0;0;0;3;1;0;0;0;0;1;1;0;3;2006
1864;3;COMPLEJO EDUCACIONAL SARGENTO ALDEA; ;0;5;5105;PUCHUNCAVI;2;0;160;0;0;1;2;0;0;0;0;3;0;0;0;2;0;0;0;0;2;0;0;0;4;0;0;0;0;4;0;0;1;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1864;3;COMPLEJO EDUCACIONAL SARGENTO ALDEA; ;0;5;5105;PUCHUNCAVI;2;0;310;15;16;9;14;0;0;0;0;54;19;26;17;21;0;0;0;0;83;11;2;3;1;0;0;0;0;17;6;3;1;2;0;0;0;0;12;3;2;0;0;0;0;0;0;5;2;1;3;0;0;0;0;0;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
1864;3;COMPLEJO EDUCACIONAL SARGENTO ALDEA; ;0;5;5105;PUCHUNCAVI;2;0;361;3;0;6;0;0;0;0;0;9;1;0;3;0;0;0;0;0;4;1;0;3;0;0;0;0;0;4;1;0;1;0;0;0;0;0;2;7;0;9;0;0;0;0;0;16;5;0;4;0;0;0;0;0;9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
1864;3;COMPLEJO EDUCACIONAL SARGENTO ALDEA; ;0;5;5105;PUCHUNCAVI;2;0;410;4;4;7;5;0;0;0;0;20;26;27;23;17;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1864;3;COMPLEJO EDUCACIONAL SARGENTO ALDEA; ;0;5;5105;PUCHUNCAVI;2;0;510;30;24;27;20;0;0;0;0;101;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2006
1867;8;ESCUELA BASICA LA GREDA;F;189;5;5105;PUCHUNCAVI;2;1;110;7;8;4;6;10;12;6;11;64;2;9;7;5;12;8;8;7;58;1;0;2;0;3;1;4;0;11;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;4;0;0;0;0;0;0;1;0;1;2006
1868;6;ESCUELA BASICA LA CHOCOTA;G;182;5;5105;PUCHUNCAVI;2;1;110;11;13;9;14;11;8;19;10;95;5;14;9;9;10;9;8;3;67;3;1;0;0;3;1;0;0;8;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;1;0;4;0;0;0;8;0;0;0;2;0;0;0;1;3;2006
1869;4;ESCUELA BASICA LOS MAQUIS;G;183;5;5105;PUCHUNCAVI;2;1;110;0;0;3;1;1;3;0;0;8;1;4;1;0;4;0;0;0;10;0;0;0;1;0;1;0;0;2;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2006
1870;8;ESCUELA BASICA CAMPICHE;G;184;5;5105;PUCHUNCAVI;2;1;110;5;6;8;2;4;2;0;0;27;5;2;3;4;4;5;0;0;23;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;4;0;1;0;0;0;0;0;0;1;2006
1871;6;ESCUELA BASICA EL RINCON;G;185;5;5105;PUCHUNCAVI;2;1;110;3;5;3;6;5;14;3;6;45;3;2;10;5;7;2;3;5;37;0;1;0;0;0;0;0;1;2;1;1;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1872;4;ESCUELA BASICA LA CANELA;G;186;5;5105;PUCHUNCAVI;2;1;110;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1873;2;ESCUELA BASICA HORCON;G;190;5;5105;PUCHUNCAVI;2;1;110;12;9;6;6;4;6;4;6;53;7;6;3;8;5;6;5;4;44;2;0;2;1;0;0;0;0;5;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;3;0;1;0;2;0;0;0;0;3;2006
1874;0;ESCUELA BASICA LA LAGUNA;G;191;5;5105;PUCHUNCAVI;2;1;110;8;5;6;8;7;13;8;12;67;11;5;12;9;6;8;11;5;67;1;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;0;0;5;2006
1874;0;ESCUELA BASICA LA LAGUNA;G;191;5;5105;PUCHUNCAVI;2;1;361;0;0;7;0;0;0;0;0;7;0;0;5;0;0;0;0;0;5;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1875;9;ESCUELA BASICA MAITENCILLO;G;192;5;5105;PUCHUNCAVI;2;1;110;7;5;5;6;5;6;5;6;45;4;2;2;5;6;3;4;10;36;1;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;1;2006
1876;7;ESCUELA BASICA LA QUEBRADA;G;193;5;5105;PUCHUNCAVI;2;1;110;0;0;1;0;1;0;0;0;2;1;1;0;1;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
1877;5;ESCUELA BASICA PUCALAN;G;194;5;5105;PUCHUNCAVI;2;1;110;4;3;3;1;1;1;0;0;13;1;3;1;1;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006
